TargetID,Name,Organism
CHEMBL254,Phosphodiesterase 4A,Homo sapiens
CHEMBL2543,Casein kinase I gamma 2,Homo sapiens
CHEMBL2546,Heme oxygenase 2,Homo sapiens
CHEMBL255,Adenosine A2b receptor,Homo sapiens
CHEMBL2553,Ribosomal protein S6 kinase alpha 1,Homo sapiens
CHEMBL2558,Death-associated protein kinase 1,Homo sapiens
CHEMBL256,Adenosine A3 receptor,Homo sapiens
CHEMBL2563,Histone deacetylase 5,Homo sapiens
CHEMBL2568,Liver glycogen phosphorylase,Homo sapiens
CHEMBL258,Tyrosine-protein kinase LCK,Homo sapiens
CHEMBL2581,Cathepsin D,Homo sapiens
CHEMBL2582,Cyclin A2,Homo sapiens
CHEMBL259,Melanocortin receptor 4,Homo sapiens
CHEMBL2595,Protein kinase C nu,Homo sapiens
CHEMBL2598,Protein kinase C iota,Homo sapiens
CHEMBL2599,Tyrosine-protein kinase SYK,Homo sapiens
CHEMBL260,MAP kinase p38 alpha,Homo sapiens
CHEMBL2608,Lysosomal alpha-glucosidase,Homo sapiens
CHEMBL261,Carbonic anhydrase I,Homo sapiens
CHEMBL262,Glycogen synthase kinase-3 beta,Homo sapiens
CHEMBL2632,HLA class I histocompatibility antigen A-3,Homo sapiens
CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens
CHEMBL2635,Dual specificity protein phosphatase 3,Homo sapiens
CHEMBL2637,c-Jun N-terminal kinase 3,Homo sapiens
CHEMBL264,Histamine H3 receptor,Homo sapiens
CHEMBL2640,Hexokinase type II,Homo sapiens
CHEMBL2652,Phosphodiesterase 2A,Homo sapiens
CHEMBL2664,Adenosylhomocysteinase,Homo sapiens
CHEMBL267,Tyrosine-protein kinase SRC,Homo sapiens
CHEMBL2682,Epididymis-specific alpha-mannosidase,Homo sapiens
CHEMBL2689,Macrophage-stimulating protein receptor,Homo sapiens
CHEMBL2695,Focal adhesion kinase 1,Homo sapiens
CHEMBL2708,Mitogen-activated protein kinase kinase kinase 11,Homo sapiens
CHEMBL2716,Histone deacetylase 7,Homo sapiens
CHEMBL2717,Phosphodiesterase 11A,Homo sapiens
CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens
CHEMBL2728,Beta-glucuronidase,Homo sapiens
CHEMBL2734,Phospholipase D2,Homo sapiens
CHEMBL2738,Acrosin,Homo sapiens
CHEMBL2742,Fibroblast growth factor receptor 3,Homo sapiens
CHEMBL2743,cAMP-dependent protein kinase, gamma catalytic subunit,Homo sapiens
CHEMBL2748,Sucrase-isomaltase,Homo sapiens
CHEMBL275,Phosphodiesterase 4B,Homo sapiens
CHEMBL2755,Glutathione reductase,Homo sapiens
CHEMBL2758,Mannose-6-phosphate isomerase,Homo sapiens
CHEMBL2760,Sphingomyelin phosphodiesterase,Homo sapiens
CHEMBL2777,myosin light chain kinase 2,Homo sapiens
CHEMBL2781,Sodium/hydrogen exchanger 1,Homo sapiens
CHEMBL2789,Estradiol 17-beta-dehydrogenase 2,Homo sapiens
CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens
CHEMBL2793,Casein kinase I alpha,Homo sapiens
CHEMBL2801,CaM kinase II delta,Homo sapiens
CHEMBL2803,Tyrosine-protein kinase ZAP-70,Homo sapiens
CHEMBL2808,LXR-alpha,Homo sapiens
CHEMBL2815,Nerve growth factor receptor Trk-A,Homo sapiens
CHEMBL2820,Coagulation factor XI,Homo sapiens
CHEMBL2821,Coagulation factor XII,Homo sapiens
CHEMBL2823,Heme oxygenase 1,Homo sapiens
CHEMBL2828,Casein kinase I delta,Homo sapiens
CHEMBL283,Matrix metalloproteinase 3,Homo sapiens
CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens
CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens
CHEMBL2845,Protein phosphatase 2C beta,Homo sapiens
CHEMBL2850,Glycogen synthase kinase-3 alpha,Homo sapiens
CHEMBL2872,Mitogen-activated protein kinase kinase kinase 9,Homo sapiens
CHEMBL2873,Mitogen-activated protein kinase kinase kinase 10,Homo sapiens
CHEMBL288,Phosphodiesterase 4D,Homo sapiens
CHEMBL2885,Carbonic anhydrase III,Homo sapiens
CHEMBL2889,Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP,Homo sapiens
CHEMBL289,Cytochrome P450 2D6,Homo sapiens
CHEMBL2896,cGMP-dependent protein kinase 2,Homo sapiens
CHEMBL2897,Dual specificity mitogen-activated protein kinase kinase 4,Homo sapiens
CHEMBL2898,NF-kappaB inhibitor alpha,Homo sapiens
CHEMBL2899,Brain adenylate cyclase 1,Homo sapiens
CHEMBL290,Phosphodiesterase 3B,Homo sapiens
CHEMBL2903,Arachidonate 15-lipoxygenase,Homo sapiens
CHEMBL2906,Phosphorylase kinase alpha L subunit,Homo sapiens
CHEMBL291,Phosphodiesterase 4C,Homo sapiens
CHEMBL2912,AMP deaminase 3,Homo sapiens
CHEMBL2916,Telomerase reverse transcriptase,Homo sapiens
CHEMBL2918,cAMP-dependent protein kinase beta-1 catalytic subunit,Homo sapiens
CHEMBL2926,Fucosyltransferase 10,Homo sapiens
CHEMBL2938,Protein kinase C gamma,Homo sapiens
CHEMBL2939,MAP kinase p38 delta,Homo sapiens
CHEMBL2955,Sphingosine 1-phosphate receptor Edg-5,Homo sapiens
CHEMBL2959,Tyrosine-protein kinase ITK/TSK,Homo sapiens
CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,Homo sapiens
CHEMBL2971,Tyrosine-protein kinase JAK2,Homo sapiens
CHEMBL2972,Phosphofructokinase platelet type,Homo sapiens
CHEMBL2973,Rho-associated protein kinase 2,Homo sapiens
CHEMBL299,Protein kinase C alpha,Homo sapiens
CHEMBL2996,Protein kinase C delta,Homo sapiens
CHEMBL2999,Serine/threonine-protein kinase PAK 3,Homo sapiens
CHEMBL3004,Multidrug resistance-associated protein 1,Homo sapiens
CHEMBL3009,Receptor protein-tyrosine kinase erbB-4,Homo sapiens
CHEMBL301,Cyclin-dependent kinase 2,Homo sapiens
CHEMBL3012,Phosphodiesterase 7A,Homo sapiens
CHEMBL3018,Matriptase,Homo sapiens
CHEMBL3019,Cytochrome P450 3A5,Homo sapiens
CHEMBL3023,Sphingosine kinase 2,Homo sapiens
CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens
CHEMBL3025,Carbonic anhydrase VI,Homo sapiens
CHEMBL3032,Protein kinase N2,Homo sapiens
CHEMBL3038467,CDK1/Cyclin A,Homo sapiens
CHEMBL3038468,CDK1/Cyclin E,Homo sapiens
CHEMBL3038469,CDK2/Cyclin A2,Homo sapiens
CHEMBL3038470,CDK2/Cyclin A1,Homo sapiens
CHEMBL3038471,CDK3/Cyclin E,Homo sapiens
CHEMBL3038472,CDK4/Cyclin D3,Homo sapiens
CHEMBL3038473,CDK7/Cyclin H/MNAT1,Homo sapiens
CHEMBL3038474,CDK8/Cyclin C,Homo sapiens
CHEMBL3038475,CDK9/Cyclin K,Homo sapiens
CHEMBL3038483,Histone deacetylase 1/3/5/8,Homo sapiens
CHEMBL3038484,Histone deacetylase 3/NCoR1,Homo sapiens
CHEMBL3038485,Beta-N-acetyl-D-hexosaminidase-A/B,Homo sapiens
CHEMBL3038491,JAK3/JAK1,Homo sapiens
CHEMBL3038492,JAK2/JAK1,Homo sapiens
CHEMBL3038498,Keap1/Nrf2,Homo sapiens
CHEMBL3038499,TAK1/TAB1,Homo sapiens
CHEMBL3043,Tyrosine aminotransferase,Homo sapiens
CHEMBL3045,Protein kinase C beta,Homo sapiens
CHEMBL3055,Cyclin-dependent kinase 7,Homo sapiens
CHEMBL3058,Sodium/hydrogen exchanger 5,Homo sapiens
CHEMBL308,Cyclin-dependent kinase 1,Homo sapiens
CHEMBL3085,Excitatory amino acid transporter 1,Homo sapiens
CHEMBL3085622,Bromodomain-containing protein 7,Homo sapiens
CHEMBL3087,Trehalase,Homo sapiens
CHEMBL3092,Cathepsin E,Homo sapiens
CHEMBL3094,MAP kinase-activated protein kinase 5,Homo sapiens
CHEMBL3106,Thymidine phosphorylase,Homo sapiens
CHEMBL3108638,Transcription intermediary factor 1-alpha,Homo sapiens
CHEMBL3108640,Bromodomain-containing protein 9,Homo sapiens
CHEMBL3108655,Serine/threonine-protein kinase Nek10,Homo sapiens
CHEMBL3112384,Retinal dehydrogenase 2,Homo sapiens
CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens
CHEMBL3123,Death-associated protein kinase 2,Homo sapiens
CHEMBL3124734,Interleukin-6 receptor subunit beta,Homo sapiens
CHEMBL3125,Ribosomal protein S6 kinase alpha 4,Homo sapiens
CHEMBL3129,Guanine deaminase,Homo sapiens
CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens
CHEMBL3131,Caspase-5,Homo sapiens
CHEMBL3132741,Peregrin,Homo sapiens
CHEMBL3137266,IL6Ralpha/GP130,Homo sapiens
CHEMBL3137274,LIFR/GP130,Homo sapiens
CHEMBL3137291,DNMT3A2/3L complex,Homo sapiens
CHEMBL3142,DNA-dependent protein kinase,Homo sapiens
CHEMBL3145,PI3-kinase p110-beta subunit,Homo sapiens
CHEMBL3157,Bradykinin B2 receptor,Homo sapiens
CHEMBL3161,Leukocyte adhesion molecule-1,Homo sapiens
CHEMBL3166,Protein-tyrosine phosphatase 1C,Homo sapiens
CHEMBL3167,Serum paraoxonase/arylesterase 1,Homo sapiens
CHEMBL3171,Folylpoly-gamma-glutamate synthetase,Homo sapiens
CHEMBL3174,Glutathione transferase omega 1,Homo sapiens
CHEMBL3179,Tyrosyl-tRNA synthetase,Homo sapiens
CHEMBL3180,Carboxylesterase 2,Homo sapiens
CHEMBL3181,Estradiol 17-beta-dehydrogenase 1,Homo sapiens
CHEMBL3191,Leukotriene B4 receptor 2,Homo sapiens
CHEMBL3192,Histone deacetylase 8,Homo sapiens
CHEMBL3200,Sialidase 2,Homo sapiens
CHEMBL3201,Aryl hydrocarbon receptor,Homo sapiens
CHEMBL3202,Prolyl endopeptidase,Homo sapiens
CHEMBL3217390,Transcription initiation factor TFIID subunit 1,Homo sapiens
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,Homo sapiens
CHEMBL3231,Rho-associated protein kinase 1,Homo sapiens
CHEMBL3234,Tyrosine-protein kinase HCK,Homo sapiens
CHEMBL3242,Carbonic anhydrase XII,Homo sapiens
CHEMBL3243,Leukocyte common antigen,Homo sapiens
CHEMBL325,Histone deacetylase 1,Homo sapiens
CHEMBL3251,Nuclear factor NF-kappa-B p105 subunit,Homo sapiens
CHEMBL3253,Serum albumin,Homo sapiens
CHEMBL3257,Aldehyde oxidase,Homo sapiens
CHEMBL3259467,RuvB-like 1,Homo sapiens
CHEMBL3259470,G-protein coupled receptor 183,Homo sapiens
CHEMBL3267,PI3-kinase p110-gamma subunit,Homo sapiens
CHEMBL3268,PI4-kinase beta subunit,Homo sapiens
CHEMBL3286,Urokinase-type plasminogen activator,Homo sapiens
CHEMBL3286061,Sphingosine-1-phosphate lyase 1,Homo sapiens
CHEMBL3290,Ephrin type-B receptor 2,Homo sapiens
CHEMBL3301390,JAK1/JAK2/TYK2,Homo sapiens
CHEMBL3301391,JAK1/TYK2,Homo sapiens
CHEMBL3301392,JAK2/TYK2,Homo sapiens
CHEMBL3305,Testis-specific androgen-binding protein,Homo sapiens
CHEMBL3308,Caspase-6,Homo sapiens
CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens
CHEMBL3310,Histone deacetylase 11,Homo sapiens
CHEMBL3313835,S-adenosylmethionine synthase isoform type-2,Homo sapiens
CHEMBL3317334,Proteasome subunit beta type-10,Homo sapiens
CHEMBL333,Matrix metalloproteinase-2,Homo sapiens
CHEMBL3347256,Proteasome subunit beta type-7,Homo sapiens
CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens
CHEMBL3351190,Hepatocyte growth factor activator,Homo sapiens
CHEMBL3351219,Deoxyribonuclease-1,Homo sapiens
CHEMBL3356,Cytochrome P450 1A2,Homo sapiens
CHEMBL3357,Interleukin-1 receptor-associated kinase 1,Homo sapiens
CHEMBL3384,Protein kinase N1,Homo sapiens
CHEMBL3385,MAP kinase ERK1,Homo sapiens
CHEMBL3396,DNA topoisomerase II beta,Homo sapiens
CHEMBL3396943,DNA-3-methyladenine glycosylase,Homo sapiens
CHEMBL3397,Cytochrome P450 2C9,Homo sapiens
CHEMBL340,Cytochrome P450 3A4,Homo sapiens
CHEMBL3402,Alkaline phosphatase placental-like,Homo sapiens
CHEMBL3407317,Ubl carboxyl-terminal hydrolase 18,Homo sapiens
CHEMBL3409,Glutathione S-transferase A1,Homo sapiens
CHEMBL3421,Phosphodiesterase 1A,Homo sapiens
CHEMBL3425389,Serine/threonine-protein phosphatase 5,Homo sapiens
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,Homo sapiens
CHEMBL3429,Estrogen-related receptor alpha,Homo sapiens
CHEMBL3430761,Inactive serine/threonine-protein kinase VRK3,Homo sapiens
CHEMBL3430882,GAR transformylase/AICAR transformylase,Homo sapiens
CHEMBL3430888,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET,Homo sapiens
CHEMBL3430896,Histone deacetylase 1/2/3/6,Homo sapiens
CHEMBL3430897,Histone deacetylase 1/2/3,Homo sapiens
CHEMBL3430904,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET,Homo sapiens
CHEMBL3430907,Aurora kinase B/Inner centromere protein,Homo sapiens
CHEMBL3438,Protein kinase C zeta,Homo sapiens
CHEMBL3468,Caspase-7,Homo sapiens
CHEMBL3476,Inhibitor of nuclear factor kappa B kinase alpha subunit,Homo sapiens
CHEMBL3491,Cytochrome P450 2J2,Homo sapiens
CHEMBL3492,Proteasome Macropain subunit,Homo sapiens
CHEMBL3509582,POU domain, class 2, transcription factor 2,Homo sapiens
CHEMBL3509593,Equilibrative nucleoside transporter 4,Homo sapiens
CHEMBL3509601,POU domain, class 2, transcription factor 1,Homo sapiens
CHEMBL3509606,Equilibrative nucleoside transporter 2,Homo sapiens
CHEMBL3510,Carbonic anhydrase XIV,Homo sapiens
CHEMBL3514,LDL-associated phospholipase A2,Homo sapiens
CHEMBL3524,Histone deacetylase 4,Homo sapiens
CHEMBL3526,Muscle glycogen phosphorylase,Homo sapiens
CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,Homo sapiens
CHEMBL3530,Dual specificity mitogen-activated protein kinase kinase 7,Homo sapiens
CHEMBL3535,Phosphodiesterase 9A,Homo sapiens
CHEMBL3542,Serine/threonine-protein kinase NIM1,Homo sapiens
CHEMBL3542435,UDP-glucuronosyltransferase 1-3,Homo sapiens
CHEMBL3553,Tyrosine-protein kinase TYK2,Homo sapiens
CHEMBL3559,Steryl-sulfatase,Homo sapiens
CHEMBL3559691,Cyclin-dependent kinase,Homo sapiens
CHEMBL3559692,Cyclin-dependent kinase 12,Homo sapiens
CHEMBL3560,Malate dehydrogenase cytoplasmic,Homo sapiens
CHEMBL3575,RNase L,Homo sapiens
CHEMBL3577,Aldehyde dehydrogenase 1A1,Homo sapiens
CHEMBL3578,Aldehyde dehydrogenase dimeric NADP-preferring,Homo sapiens
CHEMBL3579,Aldehyde dehydrogenase 1A3,Homo sapiens
CHEMBL3580494,Mucin-1,Homo sapiens
CHEMBL3582,Protein kinase C epsilon,Homo sapiens
CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens
CHEMBL3589,Adenosine kinase,Homo sapiens
CHEMBL3594,Carbonic anhydrase IX,Homo sapiens
CHEMBL3610,G1/S-specific cyclin D1,Homo sapiens
CHEMBL3616,Protein kinase C eta,Homo sapiens
CHEMBL3618,Coagulation factor V,Homo sapiens
CHEMBL3619,UDP-glucuronosyltransferase 1A4,Homo sapiens
CHEMBL3622,Cytochrome P450 2C19,Homo sapiens
CHEMBL3627581,Serine/threonine-protein kinase N3,Homo sapiens
CHEMBL3627585,Pseudopodium-enriched atypical kinase 1,Homo sapiens
CHEMBL3629,Casein kinase II alpha,Homo sapiens
CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens
CHEMBL3687,Arachidonate 12-lipoxygenase,Homo sapiens
CHEMBL3691,Autotaxin,Homo sapiens
CHEMBL3706566,MGC-803,Homo sapiens
CHEMBL3706570,MOLM-14,Homo sapiens
CHEMBL3706572,MOLM-13,Homo sapiens
CHEMBL3709670,ADP/ATP translocase 2,Homo sapiens
CHEMBL3712868,17-beta-hydroxysteroid dehydrogenase 14,Homo sapiens
CHEMBL3712907,Transmembrane domain-containing protein TMIGD3,Homo sapiens
CHEMBL3713095,Galactocerebrosidase,Homo sapiens
CHEMBL3714531,Palmitoleoyl-protein carboxylesterase NOTUM,Homo sapiens
CHEMBL3717,Hepatocyte growth factor receptor,Homo sapiens
CHEMBL372,Homo sapiens,Homo sapiens
CHEMBL3721,Cytochrome P450 2C8,Homo sapiens
CHEMBL3729,Carbonic anhydrase IV,Homo sapiens
CHEMBL3746,11-beta-hydroxysteroid dehydrogenase 2,Homo sapiens
CHEMBL3751,Estrogen-related receptor beta,Homo sapiens
CHEMBL3759,Histamine H4 receptor,Homo sapiens
CHEMBL3761,Beta-glucosidase,Homo sapiens
CHEMBL3763008,Protein cereblon,Homo sapiens
CHEMBL3769292,dCTP pyrophosphatase 1,Homo sapiens
CHEMBL3772,Metabotropic glutamate receptor 1,Homo sapiens
CHEMBL3774295,Lysine-specific demethylase 5B,Homo sapiens
CHEMBL3776,Caspase-8,Homo sapiens
CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens
CHEMBL3784,Histone acetyltransferase p300,Homo sapiens
CHEMBL3788,Serine/threonine-protein kinase PLK4,Homo sapiens
CHEMBL3795,Melanocortin receptor 1,Homo sapiens
CHEMBL3797,Serine-protein kinase ATM,Homo sapiens
CHEMBL3817,Bcl2-antagonist of cell death (BAD),Homo sapiens
CHEMBL382,CCRF-CEM,Homo sapiens
CHEMBL3829,CaM kinase II gamma,Homo sapiens
CHEMBL383,HL-60,Homo sapiens
CHEMBL3830,Adaptor-associated kinase,Homo sapiens
CHEMBL3831,MAP/microtubule affinity-regulating kinase 2,Homo sapiens
CHEMBL3831201,20S proteasome,Homo sapiens
CHEMBL3831205,26S protease regulatory subunit 6B,Homo sapiens
CHEMBL3832741,dsDNA,Homo sapiens
CHEMBL3832742,quadruplex DNA,Homo sapiens
CHEMBL3832943,Casein kinase 2,Homo sapiens
CHEMBL3833502,Alpha glucosidase,Homo sapiens
CHEMBL3834,Tyrosine-protein kinase BMX,Homo sapiens
CHEMBL3835,Serine/threonine-protein kinase NEK2,Homo sapiens
CHEMBL3836,LIM domain kinase 1,Homo sapiens
CHEMBL384,HT-29,Homo sapiens
CHEMBL3849,Cytochrome P450 51,Homo sapiens
CHEMBL385,K562,Homo sapiens
CHEMBL3856,Brain glycogen phosphorylase,Homo sapiens
CHEMBL3860,Phosphodiesterase 6D,Homo sapiens
CHEMBL3863,Protein kinase C mu,Homo sapiens
CHEMBL3864,Protein-tyrosine phosphatase 2C,Homo sapiens
CHEMBL3865,Beta-glucosidase cytosolic,Homo sapiens
CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens
CHEMBL387,MCF7,Homo sapiens
CHEMBL3878,Phosphodiesterase 6A,Homo sapiens
CHEMBL3879831,Ferrochelatase, mitochondrial,Homo sapiens
CHEMBL388,MT4,Homo sapiens
CHEMBL3880,Heat shock protein HSP 90-alpha,Homo sapiens
CHEMBL3883303,Aurora kinase A/B,Homo sapiens
CHEMBL3883313,Perilipin-1/ABHD5,Homo sapiens
CHEMBL3883317,B-raf/RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens
CHEMBL3883323,Cyclin-C/Cyclin-dependent kinase 19,Homo sapiens
CHEMBL3883330,EML4-ALK,Homo sapiens
CHEMBL3885501,1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5,Homo sapiens
CHEMBL3885502,3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase,Homo sapiens
CHEMBL3885512,Adenosine receptor A1/Alpha-2A adrenergic receptor,Homo sapiens
CHEMBL3885525,beta-catenin-B-cell lymphoma 9 protein complex,Homo sapiens
CHEMBL3885527,Thymidylate synthase/AICAR transformylase,Homo sapiens
CHEMBL3885528,Thymidylate synthase/GAR transformylase/AICAR transformylase,Homo sapiens
CHEMBL3885549,Cyclin-T1/Cyclin-dependent-like kinase 5,Homo sapiens
CHEMBL3885550,Cyclin-Y/Cyclin-dependent kinase 16,Homo sapiens
CHEMBL3885584,Guanine nucleotide-binding protein G(i) subunit alpha-1/Regulator of G-protein signaling 12,Homo sapiens
CHEMBL3885594,Importin subunit beta-1/Snurportin-1,Homo sapiens
CHEMBL3885625,Proteasome subunit beta type-1/beta type-5,Homo sapiens
CHEMBL3886,Mixed lineage kinase 7,Homo sapiens
CHEMBL3890,Selectin E,Homo sapiens
CHEMBL3891,Calpain 1,Homo sapiens
CHEMBL3892,Sphingosine 1-phosphate receptor Edg-3,Homo sapiens
CHEMBL390,PC-3,Homo sapiens
CHEMBL3901,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Homo sapiens
CHEMBL3902,Glutathione S-transferase Pi,Homo sapiens
CHEMBL3903,Beta-mannosidase,Homo sapiens
CHEMBL3905,Tyrosine-protein kinase Lyn,Homo sapiens
CHEMBL3906,Ribosomal protein S6 kinase alpha 2,Homo sapiens
CHEMBL3912,Carbonic anhydrase XIII,Homo sapiens
CHEMBL3913,Complement C1s,Homo sapiens
CHEMBL392,A549,Homo sapiens
CHEMBL3920,Protein kinase C theta,Homo sapiens
CHEMBL3921,Heparanase,Homo sapiens
CHEMBL3935,Serine/threonine-protein kinase Aurora-C,Homo sapiens
CHEMBL3938,Serine/threonine-protein kinase 16,Homo sapiens
CHEMBL394,HCT-116,Homo sapiens
CHEMBL395,HepG2,Homo sapiens
CHEMBL3956,Mitogen-activated protein kinase kinase kinase 1,Homo sapiens
CHEMBL3959,Quinone reductase 2,Homo sapiens
CHEMBL396,NCI-H460,Homo sapiens
CHEMBL3961,MAP kinase p38 beta,Homo sapiens
CHEMBL3969,Carbonic anhydrase VB,Homo sapiens
CHEMBL3972,GAR transformylase,Homo sapiens
CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens
CHEMBL3975,Fructose-1,6-bisphosphatase,Homo sapiens
CHEMBL3977,Phosphodiesterase 6C,Homo sapiens
CHEMBL398,KB,Homo sapiens
CHEMBL3980,Serine/threonine-protein kinase 17B,Homo sapiens
CHEMBL3981,Serine/threonine-protein kinase 10,Homo sapiens
CHEMBL3982,Tyrosine-protein kinase FER,Homo sapiens
CHEMBL3983,Dual specificity protein kinase TTK,Homo sapiens
CHEMBL3984,Tyrosine- and threonine-specific cdc2-inhibitory kinase,Homo sapiens
CHEMBL3987,Ephrin type-A receptor 5,Homo sapiens
CHEMBL3988,Ephrin type-A receptor 4,Homo sapiens
CHEMBL3988601,Porphobilinogen deaminase,Homo sapiens
CHEMBL3991,Coagulation factor VII,Homo sapiens
CHEMBL400,MDA-MB-231,Homo sapiens
CHEMBL4003,Histidase,Homo sapiens
CHEMBL4004,Phosphorylase kinase gamma subunit 1,Homo sapiens
CHEMBL4005,PI3-kinase p110-alpha subunit,Homo sapiens
CHEMBL4014,Tyrosine-protein kinase ABL2,Homo sapiens
CHEMBL4018,Neuropeptide Y receptor type 2,Homo sapiens
CHEMBL402,HMG-CoA reductase,Homo sapiens
CHEMBL4029,Interleukin-8 receptor A,Homo sapiens
CHEMBL4036,Cyclin-dependent kinase 5,Homo sapiens
CHEMBL4039,Choline acetylase,Homo sapiens
CHEMBL4040,MAP kinase ERK2,Homo sapiens
CHEMBL4045,AMP-activated protein kinase, alpha-1 subunit,Homo sapiens
CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,Homo sapiens
CHEMBL4059,Lysosomal alpha-mannosidase,Homo sapiens
CHEMBL4068,Chymase,Homo sapiens
CHEMBL4069,Corticotropin releasing factor receptor 2,Homo sapiens
CHEMBL4070,Casein kinase II alpha (prime),Homo sapiens
CHEMBL4071,Cathepsin G,Homo sapiens
CHEMBL4073,Matrix metalloproteinase 7,Homo sapiens
CHEMBL4079,G-protein coupled receptor kinase 2,Homo sapiens
CHEMBL4093,LXR-beta,Homo sapiens
CHEMBL4101,cAMP-dependent protein kinase alpha-catalytic subunit,Homo sapiens
CHEMBL4105702,Ras-related protein Rab-27A,Homo sapiens
CHEMBL4105703,Ras-related protein Rab-6A,Homo sapiens
CHEMBL4105704,Obg-like ATPase 1,Homo sapiens
CHEMBL4105705,Dynamin-like 120 kDa protein, mitochondrial,Homo sapiens
CHEMBL4105706,Membrane-associated progesterone receptor component 1,Homo sapiens
CHEMBL4105707,Acyl-CoA dehydrogenase family member 11,Homo sapiens
CHEMBL4105731,Serine/threonine-protein phosphatase 6 catalytic subunit,Homo sapiens
CHEMBL4105742,Chromodomain-helicase-DNA-binding protein 4,Homo sapiens
CHEMBL4105743,General transcription and DNA repair factor IIH helicase subunit XPD,Homo sapiens
CHEMBL4105744,Electron transfer flavoprotein subunit beta,Homo sapiens
CHEMBL4105745,DNA replication licensing factor MCM4,Homo sapiens
CHEMBL4105746,Myosin-10,Homo sapiens
CHEMBL4105747,Structural maintenance of chromosomes protein 1A,Homo sapiens
CHEMBL4105748,Peroxisomal acyl-coenzyme A oxidase 1,Homo sapiens
CHEMBL4105779,Midasin,Homo sapiens
CHEMBL4105780,Nucleolar GTP-binding protein 1,Homo sapiens
CHEMBL4105781,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Homo sapiens
CHEMBL4105782,ATP-dependent RNA helicase DDX42,Homo sapiens
CHEMBL4105783,Probable ATP-dependent RNA helicase DDX6,Homo sapiens
CHEMBL4105814,ATP-dependent RNA helicase DHX30,Homo sapiens
CHEMBL4105815,Glycine--tRNA ligase,Homo sapiens
CHEMBL4105816,Acyl-CoA dehydrogenase family member 10,Homo sapiens
CHEMBL4105817,Peroxisomal acyl-coenzyme A oxidase 3,Homo sapiens
CHEMBL4105818,Long-chain-fatty-acid--CoA ligase 5,Homo sapiens
CHEMBL4105819,Adenine phosphoribosyltransferase,Homo sapiens
CHEMBL4105820,Thyroid hormone receptor-associated protein 3,Homo sapiens
CHEMBL4105821,Isoleucine--tRNA ligase, mitochondrial,Homo sapiens
CHEMBL4105852,Eukaryotic translation initiation factor 5B,Homo sapiens
CHEMBL4105853,Rab-like protein 3,Homo sapiens
CHEMBL4105854,ADP/ATP translocase 3,Homo sapiens
CHEMBL4105855,Choline-phosphate cytidylyltransferase A,Homo sapiens
CHEMBL4105856,Phosphatidylethanolamine-binding protein 1,Homo sapiens
CHEMBL4105857,Actin-related protein 3,Homo sapiens
CHEMBL4105858,Putative heat shock protein HSP 90-beta 2,Homo sapiens
CHEMBL4105885,Uncharacterized aarF domain-containing protein kinase 1,Homo sapiens
CHEMBL4105886,Uncharacterized aarF domain-containing protein kinase 5,Homo sapiens
CHEMBL4105887,Guanine nucleotide-binding protein G(i) subunit alpha-2,Homo sapiens
CHEMBL4105888,Myosin-14,Homo sapiens
CHEMBL4105889,Exosome RNA helicase MTR4,Homo sapiens
CHEMBL4105890,Structural maintenance of chromosomes protein 2,Homo sapiens
CHEMBL4105891,Septin-9,Homo sapiens
CHEMBL4105892,Very long-chain specific acyl-CoA dehydrogenase, mitochondrial,Homo sapiens
CHEMBL4105907,Sigma intracellular receptor 2,Homo sapiens
CHEMBL4105924,ELAV-like protein 3,Homo sapiens
CHEMBL4105932,Serine/threonine-protein kinase/endoribonuclease IRE2,Homo sapiens
CHEMBL4105933,Uncharacterized protein FLJ45252,Homo sapiens
